Elapsed time,AECG1,AECG2,AECG3,AECG4
'0:00.567',0.5,-17,-2.6,-6.1
'0:00.568',0,-17.7,-2.5,-6.2
'0:00.569',-0.5,-18.3,-2.3,-6.2
'0:00.570',-1.1,-18.7,-2.2,-6.2
'0:00.571',-1.7,-19,-2,-6.2
'0:00.572',-2.2,-18.8,-1.8,-6.3
'0:00.573',-2.6,-18.1,-1.7,-6.3
'0:00.574',-2.8,-17.1,-1.6,-6.2
'0:00.575',-2.9,-16,-1.4,-6.1
'0:00.576',-2.9,-15.1,-1.2,-6
'0:00.577',-2.9,-14.4,-1.1,-5.9
'0:00.578',-2.9,-13.7,-1,-5.8
'0:00.579',-2.8,-13.1,-0.9,-5.8
'0:00.580',-2.6,-12.5,-0.9,-5.8
'0:00.581',-2.5,-12,-0.8,-5.7
'0:00.582',-2.4,-11.9,-0.8,-5.7
'0:00.583',-2.4,-11.9,-0.7,-5.7
'0:00.584',-2.5,-12,-0.6,-5.8
'0:00.585',-2.8,-12,-0.5,-5.9
'0:00.586',-3.1,-12.1,-0.4,-6
'0:00.587',-3.4,-12.2,-0.3,-6.1
'0:00.588',-3.9,-12.5,-0.2,-6.1
'0:00.589',-4.4,-12.9,0,-6.1
'0:00.590',-5,-13.3,0.2,-6
'0:00.591',-5.7,-13.8,0.3,-6
'0:00.592',-6.2,-14.2,0.4,-5.8
'0:00.593',-6.6,-14.7,0.5,-5.7
'0:00.594',-7,-15.1,0.7,-5.5
'0:00.595',-7.2,-15.5,0.8,-5.3
'0:00.596',-7.4,-15.8,1,-5.1
'0:00.597',-7.6,-16,1.2,-4.9
'0:00.598',-7.6,-16.2,1.3,-4.8
'0:00.599',-7.6,-16.3,1.5,-4.7
'0:00.600',-7.5,-16.4,1.6,-4.5
'0:00.601',-7.4,-16.5,1.6,-4.4
'0:00.602',-7.3,-16.5,1.6,-4.2
'0:00.603',-7.2,-16.5,1.7,-4.1
'0:00.604',-7.2,-16.4,1.7,-4.1
'0:00.605',-7.1,-16.3,1.8,-4.1
'0:00.606',-7,-16.1,1.8,-4.2
'0:00.607',-7,-15.8,1.8,-4.3
'0:00.608',-7,-15.4,1.8,-4.3
'0:00.609',-6.9,-14.8,1.8,-4.3
'0:00.610',-6.8,-13.8,1.8,-4.4
'0:00.611',-6.7,-12.7,1.8,-4.4
'0:00.612',-6.6,-11.6,1.8,-4.4
'0:00.613',-6.5,-10.5,1.8,-4.4
'0:00.614',-6.5,-9.5,1.8,-4.2
'0:00.615',-6.5,-8.4,1.7,-4
'0:00.616',-6.5,-7.3,1.7,-3.8
'0:00.617',-6.7,-6.3,1.6,-3.6
'0:00.618',-6.9,-5.3,1.6,-3.4
'0:00.619',-7.1,-4.7,1.6,-3.2
'0:00.620',-7.4,-4.3,1.5,-3
'0:00.621',-7.6,-4.4,1.5,-2.9
'0:00.622',-7.9,-4.8,1.6,-2.8
'0:00.623',-8.1,-5.5,1.6,-2.7
'0:00.624',-8.3,-6.5,1.6,-2.7
'0:00.625',-8.3,-7.6,1.6,-2.6
'0:00.626',-8.2,-9.2,1.6,-2.5
'0:00.627',-8.1,-11.3,1.6,-2.5
'0:00.628',-7.8,-13.7,1.6,-2.4
'0:00.629',-7.5,-15.7,1.6,-2.4
'0:00.630',-6.9,-16.7,1.6,-2.5
'0:00.631',-6.1,-16.6,1.6,-2.5
'0:00.632',-5.2,-16.3,1.5,-2.5
'0:00.633',-4.7,-16.7,1.5,-2.4
'0:00.634',-4.7,-17.8,1.4,-2.4
'0:00.635',-4.9,-18.8,1.3,-2.4
'0:00.636',-4.9,-18.2,1.2,-2.3
'0:00.637',-4.4,-15.4,1.1,-2.2
'0:00.638',-3.6,-11,1,-2
'0:00.639',-2.9,-6.6,1,-1.9
'0:00.640',-2.7,-3.6,0.9,-1.7
'0:00.641',-3,-2,0.9,-1.6
'0:00.642',-3.6,-1,0.9,-1.5
'0:00.643',-4.1,0.1,0.8,-1.4
'0:00.644',-4.3,1.5,0.8,-1.3
'0:00.645',-4.5,2.4,0.8,-1.2
'0:00.646',-4.6,2.4,0.8,-1.1
'0:00.647',-4.8,1.7,0.8,-1
'0:00.648',-4.8,0.7,0.8,-0.9
'0:00.649',-4.6,-0.2,0.8,-0.9
'0:00.650',-4.3,-0.8,0.8,-0.8
'0:00.651',-4,-1.4,0.8,-0.8
'0:00.652',-3.6,-2.2,0.7,-0.8
'0:00.653',-3.3,-3.1,0.7,-0.8
'0:00.654',-2.9,-3.6,0.7,-0.8
'0:00.655',-2.6,-3.8,0.6,-0.7
'0:00.656',-2.3,-3.5,0.6,-0.7
'0:00.657',-2,-2.9,0.6,-0.7
'0:00.658',-1.8,-2.3,0.5,-0.6
'0:00.659',-1.5,-1.6,0.5,-0.6
'0:00.660',-1.3,-0.8,0.4,-0.5
'0:00.661',-1.1,0.2,0.4,-0.3
'0:00.662',-0.9,1.4,0.3,-0.2
'0:00.663',-0.8,2.6,0.2,-0.2
'0:00.664',-0.5,3.4,0.2,-0.3
'0:00.665',-0.3,4,0.2,-0.5
'0:00.666',0,4.1,0.2,-0.8
'0:00.667',0.3,4,0.3,-1
'0:00.668',0.4,3.8,0.3,-1.2
'0:00.669',0.5,3.5,0.4,-1.3
'0:00.670',0.6,3,0.4,-1.5
'0:00.671',0.6,2.4,0.4,-1.5
'0:00.672',0.4,1.5,0.4,-1.6
'0:00.673',0.1,0.4,0.4,-1.5
'0:00.674',-0.3,-0.6,0.4,-1.5
'0:00.675',-0.7,-1.6,0.5,-1.4
'0:00.676',-1.1,-2.4,0.5,-1.2
'0:00.677',-1.6,-3.3,0.5,-1.1
'0:00.678',-2.1,-4,0.5,-0.9
'0:00.679',-2.7,-4.7,0.5,-0.8
'0:00.680',-3.2,-5.2,0.5,-0.5
'0:00.681',-3.6,-5.6,0.5,-0.3
'0:00.682',-3.9,-5.7,0.4,-0.2
'0:00.683',-4,-5.7,0.3,-0.1
'0:00.684',-4,-5.4,0.2,0
'0:00.685',-4,-5.1,0.1,0.1
'0:00.686',-4,-4.8,0.1,0.1
'0:00.687',-3.9,-4.4,0.1,0.1
'0:00.688',-3.8,-3.9,0.1,0
'0:00.689',-3.6,-3.4,0.1,-0.2
'0:00.690',-3.3,-2.7,0.1,-0.4
'0:00.691',-3,-2.1,0.1,-0.6
'0:00.692',-2.6,-1.5,0.1,-0.8
'0:00.693',-2.2,-1,0.1,-0.9
'0:00.694',-1.8,-0.7,0.1,-1
'0:00.695',-1.4,-0.5,0.1,-1.1
'0:00.696',-1.1,-0.4,0.1,-1.3
'0:00.697',-0.7,-0.3,0.1,-1.4
'0:00.698',-0.2,-0.2,0.1,-1.4
'0:00.699',0.2,-0.2,0.2,-1.4
'0:00.700',0.5,-0.4,0.2,-1.4
'0:00.701',0.7,-0.9,0.3,-1.3
'0:00.702',0.8,-1.5,0.3,-1.2
'0:00.703',0.7,-2.1,0.3,-1
'0:00.704',0.5,-2.6,0.3,-0.8
'0:00.705',0.3,-2.8,0.3,-0.4
'0:00.706',-0.2,-3,0.3,-0.2
'0:00.707',-0.7,-3.2,0.2,0
'0:00.708',-1.2,-3.4,0.2,0.1
'0:00.709',-1.7,-3.5,0.1,0
'0:00.710',-2,-3.5,0.1,-0.2
'0:00.711',-2.3,-3.4,0,-0.3
'0:00.712',-2.4,-3.4,-0.1,-0.3
'0:00.713',-2.4,-3.4,-0.1,-0.4
'0:00.714',-2.4,-3.4,-0.2,-0.4
'0:00.715',-2.4,-3.4,-0.3,-0.4
'0:00.716',-2.3,-3.2,-0.3,-0.5
'0:00.717',-2.2,-2.7,-0.3,-0.5
'0:00.718',-2.1,-2.2,-0.2,-0.5
'0:00.719',-2,-1.6,-0.2,-0.5
'0:00.720',-1.8,-1.1,-0.2,-0.5
'0:00.721',-1.7,-0.7,-0.2,-0.4
'0:00.722',-1.5,-0.4,-0.2,-0.4
'0:00.723',-1.3,0,-0.2,-0.3
'0:00.724',-1.1,0.3,-0.1,-0.3
'0:00.725',-0.8,0.5,-0.1,-0.3
'0:00.726',-0.5,0.8,-0.1,-0.4
'0:00.727',-0.1,1.1,-0.1,-0.4
'0:00.728',0.3,1.6,0,-0.5
'0:00.729',0.8,2.3,0,-0.6
'0:00.730',1.2,2.8,0,-0.7
'0:00.731',1.5,3.2,0.1,-0.7
'0:00.732',1.8,3.4,0.2,-0.8
'0:00.733',2,3.6,0.2,-0.7
'0:00.734',2.2,3.9,0.3,-0.7
'0:00.735',2.2,4.2,0.3,-0.6
'0:00.736',2.1,3.9,0.3,-0.5
'0:00.737',1.8,3.1,0.3,-0.3
'0:00.738',1.4,1.7,0.3,-0.2
'0:00.739',0.9,0.3,0.3,-0.1
'0:00.740',0.4,-0.8,0.2,0
'0:00.741',-0.1,-1.7,0.2,0.1
'0:00.742',-0.5,-2.4,0.1,0.2
'0:00.743',-1,-3.1,0.1,0.3
'0:00.744',-1.4,-4,0.1,0.3
'0:00.745',-1.8,-4.7,0.2,0.3
'0:00.746',-2,-5.3,0.2,0.3
'0:00.747',-2.2,-5.5,0.2,0.2
'0:00.748',-2.3,-5.6,0.2,0.2
'0:00.749',-2.4,-5.7,0.2,0.3
'0:00.750',-2.5,-5.7,0.2,0.3
'0:00.751',-2.6,-5.6,0.3,0.2
'0:00.752',-2.5,-5.2,0.4,0.1
'0:00.753',-2.4,-4.7,0.5,-0.1
'0:00.754',-2.3,-3.9,0.5,-0.1
'0:00.755',-2.1,-3.1,0.5,0
'0:00.756',-1.9,-2.3,0.5,0
'0:00.757',-1.7,-1.5,0.5,-0.1
'0:00.758',-1.5,-0.8,0.5,-0.2
'0:00.759',-1.3,-0.2,0.5,-0.2
'0:00.760',-1.1,0.3,0.5,0.1
'0:00.761',-0.9,0.5,0.5,0.5
'0:00.762',-0.8,0.5,0.5,0.8
'0:00.763',-0.7,0.1,0.6,1
'0:00.764',-0.6,-0.5,0.6,0.9
'0:00.765',-0.5,-1.3,0.6,0.7
'0:00.766',-0.5,-2.2,0.7,0.5
'0:00.767',-0.5,-3,0.7,0.4
'0:00.768',-0.6,-3.7,0.8,0.2
'0:00.769',-0.8,-4.2,0.9,-0.1
'0:00.770',-1,-4.5,1,-0.5
'0:00.771',-1.4,-4.8,1.2,-0.9
'0:00.772',-1.8,-5,1.3,-1.2
'0:00.773',-2.3,-5.3,1.5,-1.5
'0:00.774',-2.9,-5.7,1.6,-1.9
'0:00.775',-3.6,-6,1.8,-2.2
'0:00.776',-4.3,-6.3,2,-2.4
'0:00.777',-5,-6.5,2.1,-2.4
'0:00.778',-5.6,-6.5,2.3,-2.4
'0:00.779',-6,-6.4,2.3,-2.3
'0:00.780',-6.1,-6.2,2.3,-2.3
'0:00.781',-5.8,-6,2.2,-2.3
'0:00.782',-5.2,-5.8,2.1,-2.4
'0:00.783',-4.2,-5.7,1.8,-2.8
'0:00.784',-2.8,-5.4,1.6,-3.2
'0:00.785',-1.2,-5.2,1.4,-3.9
'0:00.786',0.6,-5,1.1,-4.7
'0:00.787',2.4,-4.7,0.9,-5.5
'0:00.788',4.2,-4.4,0.8,-6.2
'0:00.789',5.7,-4,0.9,-6.8
'0:00.790',6.8,-3.4,1.1,-7.4
'0:00.791',7.5,-2.7,1.4,-7.9
'0:00.792',7.9,-2,1.7,-8.1
'0:00.793',8,-1.4,1.8,-7.8
'0:00.794',7.9,-0.9,1.8,-7
'0:00.795',7.6,-0.7,1.6,-5.9
'0:00.796',6.8,-0.4,1.6,-4.7
'0:00.797',5.5,-0.3,1.7,-3.5
'0:00.798',3.7,-0.2,2,-2.5
'0:00.799',1.6,-0.2,2.4,-1.6
'0:00.800',-0.6,-0.5,3,-0.7
'0:00.801',-2.7,-0.9,3.5,0.1
'0:00.802',-4.5,-1.5,3.9,0.7
'0:00.803',-5.9,-2.1,4.2,1
'0:00.804',-7,-2.8,4.3,1.2
'0:00.805',-7.8,-3.6,4.3,1.2
'0:00.806',-8.3,-4.5,4.2,1.1
'0:00.807',-8.7,-5.4,4.2,0.8
'0:00.808',-8.9,-6.3,4.1,0.5
'0:00.809',-9,-7.1,4,0.1
'0:00.810',-9.1,-7.7,4,-0.3
'0:00.811',-9.1,-8,4,-0.7
'0:00.812',-9.2,-8.2,4,-1.1
'0:00.813',-9.2,-8.3,4.1,-1.5
'0:00.814',-9.3,-8.3,4.2,-1.7
'0:00.815',-9.3,-8.2,4.2,-1.8
'0:00.816',-9.4,-7.8,4.2,-1.9
'0:00.817',-9.6,-7.1,4.1,-2
'0:00.818',-9.9,-6.2,4.1,-2
'0:00.819',-10.3,-5.3,4.2,-2
'0:00.820',-10.8,-4.4,4.2,-2
'0:00.821',-11.1,-3.7,4.4,-1.9
'0:00.822',-11.5,-3.1,4.5,-1.7
'0:00.823',-11.8,-2.5,4.6,-1.7
'0:00.824',-12.1,-2,4.7,-1.6
'0:00.825',-12.6,-1.8,4.8,-1.7
'0:00.826',-13,-2,4.8,-1.8
'0:00.827',-13.5,-2.4,4.9,-1.9
'0:00.828',-13.8,-3.1,5,-2
'0:00.829',-14.2,-4,5.1,-2
'0:00.830',-14.8,-5.1,5.2,-2.1
'0:00.831',-15.4,-6.3,5.3,-2.2
'0:00.832',-16.1,-7.4,5.4,-2.5
'0:00.833',-16.6,-8.2,5.5,-2.7
'0:00.834',-16.7,-8.4,5.5,-2.9
'0:00.835',-16.8,-8.3,5.6,-3.1
'0:00.836',-17,-8,5.7,-3.2
'0:00.837',-17.6,-8,5.8,-3.3
'0:00.838',-18.3,-8,5.8,-3.3
'0:00.839',-18.9,-7.9,5.9,-3.3
'0:00.840',-19.1,-7.3,5.9,-3.3
'0:00.841',-18.9,-6.2,5.9,-3.3
'0:00.842',-18.5,-4.8,6,-3.3
'0:00.843',-18.1,-3.5,6,-3.3
'0:00.844',-17.6,-2.4,6.1,-3.2
'0:00.845',-17.1,-1.8,6.2,-3
'0:00.846',-16.5,-1.7,6.2,-2.9
'0:00.847',-15.8,-2,6.3,-2.8
'0:00.848',-15.3,-2.6,6.4,-2.8
'0:00.849',-15,-3.4,6.4,-2.9
'0:00.850',-14.8,-4.4,6.5,-3.1
'0:00.851',-14.7,-5.5,6.5,-3.4
'0:00.852',-14.7,-6.8,6.6,-3.7
'0:00.853',-14.9,-8.4,6.6,-4
'0:00.854',-15.4,-10,6.7,-4.4
'0:00.855',-16.1,-11.3,6.7,-4.8
'0:00.856',-17,-12,6.7,-5
'0:00.857',-17.8,-12.2,6.7,-5.2
'0:00.858',-18.5,-12.1,6.7,-5.2
'0:00.859',-19.2,-11.9,6.7,-5.2
'0:00.860',-19.9,-11.6,6.6,-5.2
'0:00.861',-20.6,-11.2,6.6,-5.1
'0:00.862',-21,-10.6,6.5,-5
'0:00.863',-21.3,-9.9,6.4,-4.9
'0:00.864',-21.3,-9.6,6.3,-4.7
'0:00.865',-21.1,-9.7,6.2,-4.5
'0:00.866',-20.7,-10.2,6.1,-4.3
'0:00.867',-20.3,-10.7,5.9,-4.2
'0:00.868',-19.8,-11.3,5.8,-4.1
'0:00.869',-19.2,-12.1,5.6,-4.1
'0:00.870',-18.6,-13.1,5.5,-4
'0:00.871',-17.9,-14.3,5.3,-4
'0:00.872',-17.3,-15.1,5.2,-4
'0:00.873',-16.8,-15.3,5,-4
'0:00.874',-16.4,-14.7,4.9,-4.1
'0:00.875',-16.1,-13.8,4.7,-4.1
'0:00.876',-15.7,-12.7,4.6,-4.1
'0:00.877',-15.3,-11.6,4.5,-4.1
'0:00.878',-15,-10.4,4.3,-4.2
'0:00.879',-14.8,-9.1,4.2,-4.3
'0:00.880',-14.5,-7.7,4,-4.4
'0:00.881',-14.1,-6.5,3.9,-4.5
'0:00.882',-13.6,-5.9,3.7,-4.6
'0:00.883',-13,-5.7,3.5,-4.7
'0:00.884',-12.3,-5.7,3.3,-5
'0:00.885',-11.6,-5.8,3.2,-5.4
'0:00.886',-10.9,-6,3,-5.9
'0:00.887',-10.3,-6.3,2.9,-6.3
'0:00.888',-9.6,-6.7,2.8,-6.7
'0:00.889',-9.1,-7.1,2.7,-7
'0:00.890',-8.8,-7.3,2.6,-7.2
'0:00.891',-8.5,-7.6,2.5,-7.3
'0:00.892',-8.4,-8,2.4,-7.5
'0:00.893',-8.3,-8.6,2.3,-7.5
'0:00.894',-8.1,-9.2,2.2,-7.4
'0:00.895',-8.1,-9.7,2.1,-7.2
'0:00.896',-8,-10.2,2.1,-6.9
'0:00.897',-8,-10.7,2.1,-6.6
'0:00.898',-8.1,-11.4,2.1,-6.3
'0:00.899',-8.1,-11.9,2.1,-6
'0:00.900',-8.2,-12,2,-5.8
'0:00.901',-8.2,-11.5,1.8,-5.6
'0:00.902',-8,-10.5,1.7,-5.5
'0:00.903',-7.8,-9.3,1.6,-5.4
'0:00.904',-7.4,-8.2,1.5,-5.2
'0:00.905',-6.8,-7.1,1.4,-5.1
'0:00.906',-6.2,-5.9,1.3,-4.8
'0:00.907',-5.4,-4.6,1.1,-4.6
'0:00.908',-4.4,-3.4,1,-4.3
'0:00.909',-3.2,-2.4,0.8,-4
'0:00.910',-1.9,-1.7,0.7,-3.8
'0:00.911',-0.7,-1.5,0.5,-3.4
'0:00.912',0.3,-1.4,0.4,-2.9
'0:00.913',1.1,-1.5,0.2,-2.4
'0:00.914',1.8,-1.5,0.1,-1.8
'0:00.915',2.5,-1.7,-0.1,-1.4
'0:00.916',3,-2.2,-0.3,-1.2
'0:00.917',3.4,-2.9,-0.4,-1.1
'0:00.918',3.5,-3.7,-0.5,-1
'0:00.919',3.4,-4.4,-0.7,-0.9
'0:00.920',3.3,-4.8,-0.8,-0.8
'0:00.921',3.3,-5,-0.8,-0.8
'0:00.922',3.2,-5.1,-0.9,-0.9
'0:00.923',3,-5.1,-1,-0.9
'0:00.924',2.9,-4.9,-1.1,-0.8
'0:00.925',2.8,-4.4,-1.2,-0.8
'0:00.926',2.7,-3.6,-1.3,-0.7
'0:00.927',2.7,-2.8,-1.3,-0.7
'0:00.928',2.6,-1.8,-1.4,-0.6
'0:00.929',2.5,-0.7,-1.4,-0.6
'0:00.930',2.4,0.9,-1.5,-0.6
'0:00.931',2.5,2.9,-1.6,-0.7
'0:00.932',2.7,4.8,-1.6,-1
'0:00.933',2.7,5.9,-1.6,-1.5
'0:00.934',2.6,5.8,-1.6,-2
'0:00.935',2.4,5.2,-1.7,-2.4
'0:00.936',2.5,4.9,-1.7,-2.8
'0:00.937',3,5.8,-1.8,-3.1
'0:00.938',3.7,7.2,-1.9,-3.5
'0:00.939',4.3,8.4,-2,-3.8
'0:00.940',4.8,8.5,-2,-3.8
'0:00.941',5,7.3,-2,-3.7
'0:00.942',5.1,5.7,-1.9,-3.3
'0:00.943',5.3,4.1,-1.9,-2.9
'0:00.944',5.5,2.9,-1.8,-2.6
'0:00.945',5.7,1.9,-1.8,-2.3
'0:00.946',5.6,0.9,-1.8,-2
'0:00.947',5.4,-0.2,-1.8,-1.7
'0:00.948',5.1,-0.9,-1.7,-1.4
'0:00.949',5,-1.1,-1.7,-1.1
'0:00.950',4.8,-1.1,-1.7,-0.8
'0:00.951',4.7,-0.9,-1.8,-0.7
'0:00.952',4.5,-0.7,-1.9,-0.5
'0:00.953',4.3,-0.3,-2,-0.4
'0:00.954',4.2,0.3,-2,-0.4
'0:00.955',4.1,1,-1.9,-0.3
'0:00.956',4.1,1.6,-1.9,-0.3
'0:00.957',4,1.9,-2,-0.3
'0:00.958',3.9,2,-2,-0.2
'0:00.959',3.8,2.1,-2,-0.1
'0:00.960',3.6,2.1,-2,0.1
'0:00.961',3.3,2.1,-1.9,0.3
'0:00.962',3,1.9,-1.8,0.6
'0:00.963',2.6,1.6,-1.8,0.8
'0:00.964',2.2,1.2,-1.9,1
'0:00.965',2,0.9,-1.9,1.1
'0:00.966',2,0.8,-2,1.1
'0:00.967',2.1,0.6,-2,1.1
'0:00.968',2.3,0.4,-1.9,1
'0:00.969',2.6,0,-1.9,0.9
'0:00.970',2.9,-0.4,-1.8,0.6
'0:00.971',3.4,-0.8,-1.8,0.4
'0:00.972',4,-1.2,-1.7,0.1
'0:00.973',4.7,-1.4,-1.7,0
'0:00.974',5.3,-1.5,-1.7,-0.2
'0:00.975',5.8,-1.4,-1.6,-0.4
'0:00.976',6.2,-1.2,-1.6,-0.7
'0:00.977',6.5,-0.9,-1.6,-0.9
'0:00.978',6.6,-0.5,-1.5,-1
'0:00.979',6.7,0.1,-1.5,-0.8
'0:00.980',6.7,0.8,-1.4,-0.4
'0:00.981',6.6,1.7,-1.4,0.1
'0:00.982',6.4,2.7,-1.4,0.8
'0:00.983',6.2,3.6,-1.4,1.5
'0:00.984',5.9,4.4,-1.4,2.3
'0:00.985',5.8,5.2,-1.3,3.4
'0:00.986',5.6,5.9,-1.3,4.5
'0:00.987',5.4,6.5,-1.2,5.6
'0:00.988',5.2,6.9,-1.2,6.4
'0:00.989',4.9,7,-1.1,7
'0:00.990',4.6,6.7,-0.9,7.3
'0:00.991',4.3,6.1,-0.7,7.6
'0:00.992',4,5.3,-0.5,7.8
'0:00.993',3.6,4.4,-0.3,7.9
'0:00.994',3.3,3.6,0.1,7.9
'0:00.995',3.1,2.9,0.5,7.6
'0:00.996',2.9,2.4,1,7.2
'0:00.997',2.7,2.2,1.6,6.8
'0:00.998',2.6,2.2,2.2,6.6
'0:00.999',2.6,2.6,2.8,6.5
'0:01.000',2.6,3.3,3.4,6.5
'0:01.001',2.7,4.2,4,6.6
'0:01.002',2.9,5.1,4.5,6.6
'0:01.003',3.1,5.9,5,6.8
'0:01.004',3.4,6.5,5.4,7.1
'0:01.005',3.7,6.9,5.8,7.6
'0:01.006',4,7.2,6.2,8.2
'0:01.007',4.4,7.4,6.5,8.7
'0:01.008',4.8,7.5,6.9,9
'0:01.009',5.2,7.5,7.2,9.3
'0:01.010',5.7,7.5,7.4,9.5
'0:01.011',6.1,7.6,7.7,9.7
'0:01.012',6.5,7.8,7.9,9.8
'0:01.013',6.8,8.1,8.2,9.8
'0:01.014',7.1,8.4,8.4,9.6
'0:01.015',7.3,8.8,8.5,9.2
'0:01.016',7.5,9.2,8.6,8.8
'0:01.017',7.7,9.6,8.7,8.4
'0:01.018',7.8,10.1,8.7,8
'0:01.019',7.7,10.3,8.6,7.7
'0:01.020',7.6,10.3,8.5,7.3
'0:01.021',7.4,9.9,8.4,6.9
'0:01.022',7.2,9.3,8.1,6.7
'0:01.023',6.9,8.5,7.8,6.7
'0:01.024',6.5,7.7,7.5,7
'0:01.025',6,6.7,7.1,7.3
'0:01.026',5.4,5.4,6.7,7.6
'0:01.027',4.8,3.9,6.2,7.8
'0:01.028',4.3,2.3,5.6,7.9
'0:01.029',3.9,1.1,4.9,8
'0:01.030',3.6,0.5,4.3,8.1
'0:01.031',3.5,0.5,3.6,8
'0:01.032',3.4,0.4,2.8,7.5
'0:01.033',3.4,-0.1,2,6.7
'0:01.034',3.3,-1.2,1.1,5.6
'0:01.035',3.4,-2.6,0.2,4.5
'0:01.036',3.8,-3.3,-0.8,3.3
'0:01.037',4.4,-3.3,-1.8,2.1
'0:01.038',5.2,-2.7,-2.9,0.9
'0:01.039',6.2,-2.4,-4,-0.5
'0:01.040',7.2,-3.1,-5.2,-2
'0:01.041',8.2,-4.8,-6.5,-3.4
'0:01.042',9.2,-7.1,-7.9,-4.9
'0:01.043',10.4,-9.6,-9.4,-6.4
'0:01.044',11.6,-12,-10.9,-8.2
'0:01.045',12.8,-14.6,-12.6,-10
'0:01.046',13.9,-17.8,-14.4,-12
'0:01.047',14.8,-21.7,-16.2,-14.2
'0:01.048',15.8,-26.2,-18.2,-16.5
'0:01.049',16.7,-31,-20.2,-19
'0:01.050',17.6,-36.2,-22.3,-21.7
'0:01.051',18.4,-41.6,-24.4,-24.7
'0:01.052',19.1,-47.6,-26.5,-27.8
'0:01.053',19.5,-54,-28.7,-31.3
'0:01.054',19.8,-60.7,-30.8,-34.9
'0:01.055',19.7,-67.4,-32.8,-38.6
'0:01.056',19.3,-74,-34.6,-42.2
'0:01.057',18.4,-80.3,-36,-45.6
'0:01.058',16.8,-86.3,-37.2,-48.9
'0:01.059',14.5,-92.1,-38,-52.1
'0:01.060',11.6,-97.6,-38.3,-55.3
'0:01.061',7.9,-102.7,-38.3,-58.3
'0:01.062',4,-107.2,-38,-61
'0:01.063',-0.1,-111,-37.5,-63.1
'0:01.064',-3.7,-114.1,-36.8,-64.6
'0:01.065',-6.7,-116.4,-36.3,-65.4
'0:01.066',-8.8,-117.9,-35.8,-65.7
'0:01.067',-10,-118.3,-35.5,-65.6
'0:01.068',-10.5,-117.5,-35.3,-65
'0:01.069',-10.5,-115.6,-34.9,-64
'0:01.070',-10.3,-112.6,-34.3,-62.5
'0:01.071',-10.4,-108.7,-33.2,-60.5
'0:01.072',-11,-104.1,-31.7,-58
'0:01.073',-12.2,-98.8,-29.6,-55.1
'0:01.074',-14,-92.7,-27.1,-51.8
'0:01.075',-16.3,-86,-24.2,-48.1
'0:01.076',-18.8,-78.8,-20.9,-44.2
'0:01.077',-21.3,-71.2,-17.4,-39.9
'0:01.078',-23.9,-63.4,-13.7,-35.5
'0:01.079',-26.6,-55.4,-9.9,-30.9
'0:01.080',-29.3,-47.4,-6.1,-26.3
'0:01.081',-31.9,-39.3,-2.2,-21.8
'0:01.082',-34.3,-31.4,1.6,-17.4
'0:01.083',-36.4,-23.8,5.3,-13.2
'0:01.084',-38.5,-16.5,9,-9.2
'0:01.085',-40.5,-9.6,12.5,-5.4
'0:01.086',-42.4,-3.1,15.8,-1.9
'0:01.087',-44.1,2.7,18.8,1.1
'0:01.088',-45.5,7.9,21.5,3.6
'0:01.089',-46.5,12.3,23.8,5.8
'0:01.090',-46.9,16.1,25.5,7.5
'0:01.091',-46.6,19.4,26.7,9
'0:01.092',-45.8,22.4,27.3,10.1
'0:01.093',-44.2,25.2,27.3,11
'0:01.094',-41.7,27.5,26.7,11.6
'0:01.095',-38.3,29.4,25.4,12.1
'0:01.096',-34,31,23.6,12.5
'0:01.097',-29,32.4,21.3,12.8
'0:01.098',-23.5,33.6,18.6,13
'0:01.099',-17.8,34.5,15.7,13.1
'0:01.100',-11.9,34.8,12.7,13.1
'0:01.101',-6.1,34.4,9.7,13
'0:01.102',-0.4,33.3,6.7,12.9
'0:01.103',4.8,31.8,4,12.6
'0:01.104',9.6,30.2,1.5,12.2
'0:01.105',13.7,28.5,-0.8,11.6
'0:01.106',17.3,26.5,-2.7,10.9
'0:01.107',20.3,24.2,-4.3,10.1
'0:01.108',22.7,22,-5.5,9.4
'0:01.109',24.6,20,-6.5,8.7
'0:01.110',25.9,18.5,-7.3,8
'0:01.111',26.7,17.4,-7.9,7.3
'0:01.112',27.1,16.5,-8.3,6.7
'0:01.113',27.2,15.7,-8.6,6.1
'0:01.114',27,15,-8.8,5.7
'0:01.115',26.5,14.4,-9,5.4
'0:01.116',25.8,14,-9,5.2
'0:01.117',25.2,13.6,-8.9,5.1
'0:01.118',24.5,13.2,-8.8,4.9
'0:01.119',23.9,12.7,-8.6,4.7
'0:01.120',23.4,11.9,-8.4,4.5
'0:01.121',23.1,11,-8.1,4.3
'0:01.122',22.7,10,-7.8,4.2
'0:01.123',22.4,8.9,-7.5,4
'0:01.124',22,7.7,-7.2,3.8
'0:01.125',21.4,6.4,-6.8,3.4
'0:01.126',20.7,5.2,-6.4,3.1
'0:01.127',19.9,3.8,-6.1,2.7
'0:01.128',19.2,2.3,-5.7,2.4
'0:01.129',18.2,1,-5.3,2
'0:01.130',16.8,0.1,-4.9,1.6
'0:01.131',15,-0.4,-4.5,1.1
'0:01.132',13.1,-0.8,-4.1,0.6
'0:01.133',11.8,-1.2,-3.7,0.1
'0:01.134',11.3,-1.9,-3.3,-0.4
'0:01.135',11.2,-2.5,-3,-0.8
